Verb,Date,Time,Country
reserve,2024-07-02,07:30,Turkmenistan
book,2024-07-04,03:15 PM,Monaco
book,2024-07-02,evening,French West Indies
add,2024-06-26,18:45,Papua New Guinea
hold,2024-06-22,weekend evening,United Arab Emirates
fix,next Monday,09:00 AM,Colombia
schedule,2024-07-02,10:30 PM,Samoa
book,2024-06-14,noon,Belarus
organize,2024-07-11,03:15 PM,Netherlands Antilles
schedule,2024-07-11,noon,Qatar
hold,coming Friday,16:20,Cayman Islands
book,next Thursday,03:15 PM,St Lucia
fix,next morning,evening,Slovakia
fix,next weekend,02:00 AM,Jordan
add,next morning,04:00,Algeria
reserve,2024-06-29,18:45,Romania
set up,2024-07-05,noon,Turks &amp; Caicos
reserve,2nd August,10:30 PM,Philippines
schedule,2024-06-16,18:45,Belarus
schedule,2024-06-30,21:00,Poland
set up,next Thursday,04:00,Zimbabwe
create,next Sunday,21:00,Ireland
fix,next Friday,10:00,Maldives
plan,next morning,midnight,Barbados
set up,2024-06-22,midnight,Senegal
reserve,2024-06-23,late evening,Montserrat
add,coming Friday,early morning,Oman
organize,next month,08:45,Kazakhstan
hold,2024-07-06,14:00,Malawi
reserve,2024-06-22,afternoon,New Zealand
schedule,coming Friday,02:00 AM,Angola
fix,2024-07-06,08:45,St Kitts &amp; Nevis
organize,coming Friday,10:30 PM,Malaysia
organize,2024-06-23,21:00,Trinidad &amp; Tobago
hold,next weekend,evening,Bangladesh
reserve,2024-07-04,06:00,Mauritania
set up,this Friday,07:30,Costa Rica
add,2024-07-05,weekend evening,Oman
organize,next Thursday,02:00 AM,Uganda
plan,next Friday,11:00 PM,Honduras
arrange,this Friday,23:59,South Korea
arrange,next Sunday,10:30 PM,Satellite
book,next Friday,noon,Virgin Islands (US)
arrange,this Saturday,21:00,Cambodia
set up,next year,11:00 PM,Chile
reserve,2024-07-04,morning,United Kingdom
add,next year,weekend evening,Falkland Islands
arrange,2024-06-30,21:00,Macedonia
arrange,next Friday,03:15 PM,Falkland Islands
schedule,next weekend,08:45,Ecuador
fix,2024-06-30,10:30 PM,Fiji
schedule,2024-07-06,08:45,Trinidad &amp; Tobago
reserve,this afternoon,12:00,United Kingdom
organize,2024-06-23,late evening,Argentina
schedule,2024-06-30,07:30,El Salvador
fix,2024-07-10,12:00,Netherlands Antilles
book,this afternoon,16:20,Swaziland
set up,2024-07-02,12:00,Tunisia
add,this evening,08:45,Greece
reserve,2nd August,early morning,Turkmenistan
hold,this afternoon,14:00,Uzbekistan
fix,2024-06-23,03:15 PM,Bangladesh
book,weekend evening,late evening,Bosnia &amp; Herzegovina
book,2024-07-05,noon,Lesotho
reserve,next morning,02:00 AM,Switzerland
hold,coming Friday,21:00,Tonga
fix,2024-07-02,early morning,Bahamas
schedule,the day after tomorrow,03:15 PM,Czech Republic
fix,tomorrow,08:45,Brazil
organize,2nd August,noon,Maldives
arrange,the day after tomorrow,weekend evening,India
add,2024-06-23,08:45,Ethiopia
add,first Monday of July,16:20,Lesotho
fix,2024-07-06,02:00 AM,Estonia
hold,weekend evening,early morning,Dominican Republic
schedule,next year,06:00,Tanzania
schedule,next weekend,23:59,Cruise Ship
fix,2024-06-16,06:00,Portugal
hold,first Monday of July,10:00,Fiji
fix,2024-07-05,03:15 PM,Samoa
set up,2024-07-04,21:00,Venezuela
hold,weekend evening,07:30,Iran
organize,next Monday,11:00 PM,Djibouti
book,2024-07-07,14:00,Macau
set up,next Sunday,07:30,Japan
create,first Monday of July,late evening,Turkmenistan
fix,2024-06-26,12:00,Chad
schedule,2024-07-07,04:00,Antigua &amp; Barbuda
book,2024-06-30,16:20,Bolivia
create,coming weekend,weekend evening,Pakistan
book,2024-07-02,07:30,Ghana
plan,2024-07-11,late evening,China
set up,2024-07-06,morning,Syria
set up,next Friday,10:00,Libya
organize,this Wednesday,16:20,Kenya
hold,next year,08:45,San Marino
arrange,this Saturday,14:00,Gambia
book,2024-06-30,23:59,Uzbekistan
plan,next Thursday,noon,Kuwait
set up,2024-07-10,03:15 PM,Bangladesh
hold,next morning,07:30,Lesotho
fix,2nd August,early morning,Oman
set up,next month,07:30,Gibraltar
plan,2024-06-29,early morning,Venezuela
set up,2024-07-07,morning,St Lucia
fix,next Monday,08:45,Madagascar
hold,this Wednesday,03:15 PM,Satellite
set up,weekend evening,midnight,Panama
create,2024-06-16,afternoon,Portugal
arrange,coming weekend,02:00 AM,Falkland Islands
fix,2024-06-29,12:00,Argentina
plan,first Monday of July,02:00 AM,Burkina Faso
plan,2024-07-11,09:00 AM,Kazakhstan
book,2024-06-16,afternoon,Latvia
fix,2024-06-26,10:30 PM,Albania
plan,next morning,18:45,St. Lucia
schedule,next Friday,14:00,Cyprus
fix,2024-07-04,10:30 PM,Fiji
fix,2024-06-15,12:00,Malta
organize,this afternoon,14:00,Sweden
arrange,this Wednesday,23:59,Spain
organize,2024-06-30,early morning,Jersey
plan,2024-06-29,weekend evening,Moldova
schedule,this evening,07:30,Sri Lanka
plan,2024-07-06,12:00,Belize
book,this evening,11:00 PM,Estonia
create,2024-06-30,late evening,Tajikistan
arrange,2024-06-29,16:20,Cuba
reserve,coming weekend,06:00,Jamaica
arrange,the day after tomorrow,12:00,Hong Kong
create,2024-06-15,weekend evening,Bermuda
add,next Sunday,early morning,Mozambique
set up,2024-06-30,noon,Cook Islands
organize,next weekend,16:20,Guinea Bissau
fix,weekend evening,10:00,Moldova
fix,this Friday,early morning,Libya
fix,coming weekend,late evening,Timor L'Este
schedule,2nd August,04:00,Haiti
arrange,weekend evening,11:00 PM,Azerbaijan
fix,2024-07-11,06:00,Armenia
create,weekend evening,21:00,Cape Verde
add,next Sunday,late evening,Iceland
reserve,this afternoon,04:00,Nigeria
reserve,2024-06-23,afternoon,Slovenia
reserve,this afternoon,10:00,United Arab Emirates
schedule,tomorrow,morning,St Vincent
fix,2024-06-23,midnight,French West Indies
schedule,next Monday,06:00,Barbados
plan,2024-06-15,09:00,Zambia
book,2024-06-22,14:00,Guinea
fix,2024-06-29,11:00 PM,Aruba
book,2024-06-26,07:30,Spain
organize,2024-07-02,03:15 PM,Kazakhstan
reserve,2024-06-26,02:00 AM,Turkmenistan
plan,2024-06-30,weekend evening,Saint Pierre &amp; Miquelon
reserve,2024-06-16,09:00 AM,Austria
organize,2024-07-11,10:00,Croatia
hold,tomorrow,weekend evening,Chad
plan,2024-07-11,14:00,Equatorial Guinea
set up,coming Friday,03:15 PM,Cape Verde
fix,2024-07-07,09:00 AM,Bahrain
hold,2024-06-15,18:45,Dominican Republic
plan,2024-06-26,noon,Haiti
reserve,2024-07-11,03:15 PM,Greece
hold,next Thursday,04:00,Finland
book,next year,04:00,Slovenia
arrange,coming weekend,04:00,Iceland
fix,2024-07-11,07:30,French Polynesia
organize,next Sunday,12:00,Nigeria
add,2024-06-30,12:00,Iceland
plan,2024-07-06,09:00 AM,Liberia
plan,2024-07-07,06:00,Sweden
plan,2024-07-05,11:00 PM,Hong Kong
add,2024-06-15,noon,Samoa
plan,2024-06-16,21:00,Iceland
hold,2024-06-16,08:45,Turkey
schedule,2024-06-15,evening,Saudi Arabia
fix,next Friday,midnight,Falkland Islands
book,next Friday,10:30 PM,Brunei
hold,2024-07-10,06:00,Angola
create,this Saturday,midnight,Cook Islands
schedule,next Thursday,midnight,Pakistan
add,2024-07-04,14:00,San Marino
plan,2024-07-07,noon,Tunisia
schedule,next Friday,09:00,Bangladesh
add,2024-07-06,21:00,Rwanda
reserve,2024-06-29,10:30 PM,Haiti
organize,2024-06-26,early morning,Satellite
organize,tomorrow,evening,Uzbekistan
create,next Friday,04:00,Costa Rica
add,next Sunday,noon,Anguilla
add,2024-06-26,08:45,Dominica
schedule,next Sunday,12:00,Turkey
reserve,this evening,weekend evening,Sweden
book,2nd August,10:00,Maldives
arrange,next Friday,afternoon,Nigeria
arrange,2024-06-14,10:00,Cameroon
hold,next month,16:20,Spain
plan,2024-06-30,12:00,Serbia
plan,2024-06-22,midnight,Saudi Arabia
set up,this Saturday,04:00,Guernsey
create,2024-07-02,late evening,Montserrat
plan,first Monday of July,12:00,Albania
reserve,first Monday of July,23:59,Indonesia
plan,next month,03:15 PM,Guatemala
organize,next weekend,09:00,New Caledonia
reserve,2024-06-26,afternoon,Bangladesh
reserve,2024-06-16,03:15 PM,Bosnia &amp; Herzegovina
reserve,next weekend,06:00,China
reserve,weekend evening,morning,Slovakia
book,next Friday,02:00 AM,Thailand
add,2024-07-02,04:00,Saint Pierre &amp; Miquelon
reserve,this Saturday,early morning,Lebanon
arrange,next Thursday,23:59,Morocco
hold,2024-06-22,07:30,Honduras
organize,next Monday,03:15 PM,Sierra Leone
arrange,this Friday,09:00 AM,Laos
schedule,coming Friday,10:30 PM,Croatia
plan,2024-07-05,02:00 AM,Seychelles
set up,2024-06-15,midnight,Sudan
hold,2024-07-07,09:00 AM,Singapore
schedule,2024-07-05,08:45,Singapore
hold,coming Friday,11:00 PM,Macau
book,coming Friday,morning,Vietnam
schedule,next Sunday,evening,Botswana
create,2024-06-30,09:00,Papua New Guinea
create,this afternoon,07:30,Qatar
arrange,next weekend,14:00,Malaysia
schedule,2024-07-06,weekend evening,Mauritania
create,next Friday,12:00,Jersey
reserve,2024-07-07,weekend evening,Kyrgyz Republic
reserve,next Thursday,04:00,Afghanistan
book,2024-06-15,midnight,French West Indies
hold,2024-07-11,16:20,Qatar
set up,first Monday of July,weekend evening,Kyrgyz Republic
schedule,2nd August,08:45,Greece
schedule,2024-06-30,noon,Taiwan
book,coming Friday,06:00,Cayman Islands
organize,next morning,09:00 AM,Zimbabwe
schedule,2024-06-22,14:00,Syria
fix,next Thursday,04:00,Croatia
plan,the day after tomorrow,04:00,Uzbekistan
reserve,2024-06-14,04:00,Latvia
set up,this Saturday,noon,Jersey
reserve,next Sunday,18:45,Peru
hold,2024-07-07,02:00 AM,Luxembourg
organize,2024-07-02,03:15 PM,Burkina Faso
add,next Monday,03:15 PM,Trinidad &amp; Tobago
hold,next Thursday,09:00 AM,Chile
organize,2024-06-30,10:00,Macau
reserve,2024-07-04,morning,Estonia
schedule,2024-06-26,10:30 PM,Angola
book,2024-07-07,late evening,Slovakia
fix,2024-06-23,06:00,Bulgaria
add,next month,10:00,Lebanon
hold,2024-06-30,midnight,China
fix,2024-06-30,03:15 PM,Slovakia
add,2024-06-30,06:00,Namibia
set up,2024-07-06,16:20,Bhutan
reserve,2024-06-30,03:15 PM,Rwanda
create,2024-06-16,21:00,Egypt
reserve,next weekend,10:30 PM,Bahamas
fix,coming weekend,afternoon,Equatorial Guinea
reserve,this evening,noon,Nicaragua
reserve,2024-06-22,noon,Palestine
plan,next weekend,evening,Bahamas
reserve,2024-07-02,14:00,Cape Verde
plan,this Friday,evening,Andorra
organize,2024-07-02,12:00,Macau
create,weekend evening,09:00,Haiti
book,2024-07-11,weekend evening,Gambia
organize,2024-06-14,noon,Yemen
add,next year,04:00,Cape Verde
create,coming Friday,late evening,Mali
plan,this Friday,noon,Palestine
organize,this Friday,morning,Malta
hold,2024-06-29,23:59,Montenegro
book,tomorrow,07:30,Thailand
fix,2024-07-07,noon,Djibouti
hold,this evening,18:45,United Arab Emirates
add,2024-07-06,evening,Papua New Guinea
book,2024-07-11,10:00,Lesotho
add,2024-07-11,late evening,Falkland Islands
organize,2024-07-06,21:00,Montserrat
arrange,2024-06-30,03:15 PM,St Lucia
hold,2024-07-06,04:00,Macedonia
set up,2024-07-02,14:00,Suriname
add,2024-07-06,14:00,Albania
plan,weekend evening,03:15 PM,Saudi Arabia
book,tomorrow,12:00,Kyrgyz Republic
organize,2024-07-06,11:00 PM,Senegal
arrange,next weekend,03:15 PM,Maldives
schedule,next year,09:00 AM,Benin
fix,this Wednesday,11:00 PM,Argentina
set up,next Sunday,14:00,Netherlands
plan,coming Friday,12:00,Belize
plan,2024-06-26,02:00 AM,Papua New Guinea
book,the day after tomorrow,12:00,Jersey
reserve,2024-07-05,evening,Jersey
reserve,this Friday,early morning,Guam
hold,coming weekend,04:00,Timor L'Este
add,2024-07-07,09:00,Colombia
schedule,this Saturday,evening,Cuba
book,2024-07-05,07:30,Anguilla
add,2024-06-30,07:30,Paraguay
fix,2024-06-23,02:00 AM,Antigua &amp; Barbuda
create,2024-07-10,03:15 PM,Mexico
hold,2024-07-06,10:30 PM,Burundi
book,this evening,04:00,Malta
hold,this afternoon,16:20,Portugal
organize,this evening,12:00,Venezuela
reserve,first Monday of July,06:00,Brazil
arrange,next Monday,04:00,Israel
add,2024-07-07,02:00 AM,Hong Kong
reserve,2024-07-10,04:00,Mauritius
hold,2024-07-06,21:00,Seychelles
add,tomorrow,late evening,Cuba
schedule,2024-07-06,03:15 PM,Mozambique
arrange,2024-06-29,evening,Tunisia
create,this evening,14:00,Panama
plan,2024-06-29,06:00,Tunisia
plan,next month,08:45,Fiji
schedule,2024-07-07,08:45,Serbia
book,2024-06-30,morning,Reunion
set up,2024-06-16,afternoon,Sudan
add,2024-06-29,noon,Palestine
arrange,2024-06-30,midnight,Qatar
add,2024-06-30,08:45,Seychelles
fix,next year,evening,Belgium
plan,2024-06-16,10:00,Yemen
fix,2024-07-10,09:00 AM,Liberia
add,2024-06-30,late evening,Colombia
add,2024-07-07,08:45,Namibia
organize,this Saturday,02:00 AM,Reunion
plan,next month,11:00 PM,Falkland Islands
organize,2024-06-22,weekend evening,Jersey
hold,this evening,morning,Burkina Faso
schedule,2nd August,03:15 PM,South Africa
create,next Monday,morning,Algeria
create,next Friday,midnight,Aruba
plan,2024-06-26,10:00,Anguilla
book,this Wednesday,07:30,Cayman Islands
book,2024-06-15,evening,Bahamas
set up,2024-07-11,late evening,Philippines
organize,2nd August,weekend evening,Madagascar
schedule,next weekend,10:30 PM,Bahamas
hold,next Monday,14:00,Iceland
add,next Friday,03:15 PM,Guernsey
fix,first Monday of July,early morning,Bolivia
set up,the day after tomorrow,23:59,Liechtenstein
reserve,this Wednesday,midnight,Spain
hold,2024-06-30,23:59,Greece
hold,2024-06-14,midnight,Saudi Arabia
create,this Saturday,weekend evening,Guinea
fix,2024-06-15,06:00,Iraq
plan,2024-06-23,23:59,Albania
book,this Friday,midnight,Fiji
fix,next month,14:00,Armenia
arrange,2nd August,14:00,New Caledonia
arrange,2024-07-10,10:30 PM,Lebanon
arrange,2024-06-15,16:20,Russia
set up,next Thursday,noon,Papua New Guinea
set up,2024-07-11,21:00,Belize
hold,2024-06-15,11:00 PM,Benin
fix,2024-06-14,04:00,Spain
book,2024-06-30,10:30 PM,Peru
schedule,this Friday,03:15 PM,Oman
book,next Friday,23:59,Gambia
hold,next Friday,early morning,Samoa
reserve,2024-06-14,10:00,Kazakhstan
hold,2024-07-07,morning,Spain
book,next month,02:00 AM,Paraguay
add,this evening,07:30,Sweden
create,the day after tomorrow,afternoon,Trinidad &amp; Tobago
schedule,next Sunday,09:00,Slovenia
reserve,2024-06-26,late evening,Poland
reserve,2024-07-06,23:59,Egypt
plan,2024-06-26,10:30 PM,Faroe Islands
hold,next month,03:15 PM,Iran
arrange,next morning,10:00,Falkland Islands
reserve,first Monday of July,evening,Algeria
add,2024-06-30,23:59,Portugal
schedule,2024-07-06,late evening,British Virgin Islands
fix,2nd August,23:59,Mongolia
arrange,2024-07-04,02:00 AM,Hungary
organize,2024-07-07,14:00,Singapore
create,next Thursday,noon,Barbados
arrange,next year,08:45,Bhutan
arrange,2024-07-07,late evening,Trinidad &amp; Tobago
organize,2024-06-14,06:00,Austria
schedule,2024-07-02,early morning,Iceland
plan,2024-06-14,12:00,Bhutan
organize,next month,21:00,Isle of Man
set up,next Friday,23:59,Timor L'Este
book,the day after tomorrow,11:00 PM,Serbia
arrange,2024-07-07,02:00 AM,Kenya
create,next Monday,16:20,Sudan
schedule,2024-07-07,14:00,Trinidad &amp; Tobago
arrange,2024-07-07,18:45,New Caledonia
schedule,2024-06-30,midnight,Bolivia
fix,next Monday,12:00,Rwanda
reserve,2024-06-29,afternoon,Mozambique
organize,2024-07-07,16:20,Ukraine
book,first Monday of July,11:00 PM,Hong Kong
fix,next year,noon,Guinea Bissau
hold,2024-06-15,evening,Uzbekistan
arrange,this Friday,02:00 AM,British Virgin Islands
set up,2024-07-10,07:30,Guinea Bissau
plan,2024-06-30,noon,Finland
organize,2024-07-06,08:45,Uruguay
plan,2024-06-14,weekend evening,Turkey
create,next morning,11:00 PM,Nicaragua
reserve,coming Friday,04:00,Slovakia
plan,next weekend,morning,Mauritius
organize,next Sunday,afternoon,Afghanistan
schedule,2024-06-29,23:59,Georgia
plan,next Sunday,23:59,Panama
hold,first Monday of July,06:00,Djibouti
set up,weekend evening,07:30,Slovenia
add,2024-06-29,weekend evening,Maldives
create,2024-06-29,07:30,Djibouti
reserve,this afternoon,noon,Greece
schedule,2024-06-16,07:30,Greece
book,next Sunday,09:00 AM,Taiwan
plan,2024-06-23,weekend evening,Sudan
set up,2024-07-02,23:59,Nigeria
plan,the day after tomorrow,early morning,Lesotho
fix,2024-07-02,23:59,Brunei
schedule,2024-06-26,11:00 PM,Greenland
organize,next Monday,21:00,Guam
schedule,weekend evening,07:30,Taiwan
add,next Thursday,14:00,Cambodia
set up,next morning,09:00 AM,Lesotho
book,2024-06-30,03:15 PM,Malta
add,2024-07-06,14:00,Fiji
add,2024-06-30,18:45,Finland
hold,tomorrow,18:45,Mongolia
set up,first Monday of July,early morning,Reunion
create,2024-07-06,18:45,Senegal
book,coming Friday,09:00,Saudi Arabia
organize,weekend evening,07:30,Japan
create,this evening,early morning,Pakistan
set up,2024-07-11,03:15 PM,Spain
arrange,next year,06:00,Taiwan
plan,2024-07-11,23:59,Guinea
reserve,2024-07-06,12:00,Ghana
book,first Monday of July,23:59,Monaco
schedule,2024-06-29,03:15 PM,British Virgin Islands
organize,2nd August,04:00,Guyana
reserve,weekend evening,afternoon,Thailand
schedule,this Friday,evening,Tanzania
set up,this Friday,11:00 PM,Kazakhstan
book,this Friday,06:00,Italy
add,2024-07-07,08:45,Faroe Islands
create,2024-07-07,21:00,Paraguay
create,next weekend,12:00,Lithuania
set up,2024-06-15,06:00,Morocco
set up,the day after tomorrow,23:59,Lebanon
create,this Friday,02:00 AM,Barbados
reserve,tomorrow,04:00,Grenada
book,coming Friday,04:00,Norway
schedule,2nd August,11:00 PM,St. Lucia
plan,next Friday,midnight,Senegal
book,2024-06-14,04:00,Bangladesh
arrange,next Monday,08:45,Timor L'Este
add,the day after tomorrow,04:00,Yemen
fix,2024-07-02,23:59,Austria
reserve,coming weekend,09:00 AM,Equatorial Guinea
fix,2024-06-29,midnight,Germany
book,2024-07-06,06:00,Croatia
plan,next Sunday,12:00,Laos
book,coming weekend,late evening,Burkina Faso
hold,2024-06-30,early morning,Yemen
fix,next month,09:00 AM,Venezuela
plan,tomorrow,16:20,Liberia
book,2024-06-15,18:45,Bolivia
create,2024-06-29,07:30,Ireland
book,2024-07-10,21:00,Jersey
plan,next Sunday,10:00,Oman
set up,weekend evening,11:00 PM,Ecuador
set up,2024-06-22,08:45,France
add,2024-07-07,12:00,Yemen
reserve,next Friday,morning,Bhutan
schedule,tomorrow,08:45,Guernsey
create,2024-07-10,evening,Poland
schedule,2024-07-05,11:00 PM,Uganda
organize,first Monday of July,14:00,Germany
fix,2024-07-04,evening,Antigua &amp; Barbuda
book,this Wednesday,21:00,Aruba
reserve,2024-07-11,09:00 AM,Tanzania
fix,next Monday,12:00,Nicaragua
fix,next Friday,18:45,Montserrat
organize,the day after tomorrow,12:00,Cyprus
plan,2024-06-15,06:00,Virgin Islands (US)
organize,the day after tomorrow,10:30 PM,Mauritius
schedule,2024-07-05,10:30 PM,Thailand
hold,2024-07-07,03:15 PM,China
set up,2024-06-22,09:00,Ukraine
hold,next Monday,08:45,Burundi
organize,2024-06-22,morning,Burkina Faso
set up,this afternoon,noon,Ethiopia
arrange,2024-06-22,afternoon,Andorra
plan,first Monday of July,weekend evening,Netherlands Antilles
reserve,this Saturday,10:30 PM,Bhutan
create,this evening,14:00,Dominican Republic
fix,2024-07-05,23:59,Denmark
set up,2024-07-04,evening,Austria
add,next Monday,early morning,Bahrain
plan,next morning,09:00 AM,Syria
book,this Friday,02:00 AM,Montenegro
add,tomorrow,16:20,Palestine
arrange,this Wednesday,21:00,Hungary
fix,next morning,08:45,Serbia
create,next Monday,late evening,Lithuania
plan,next year,afternoon,Zimbabwe
fix,2024-06-29,10:00,Slovakia
book,next month,morning,Thailand
arrange,next year,21:00,Tanzania
plan,2024-07-06,18:45,Swaziland
set up,the day after tomorrow,midnight,Grenada
add,2024-07-06,07:30,Equatorial Guinea
reserve,2024-06-23,weekend evening,Egypt
plan,this Friday,10:00,Costa Rica
book,2024-06-26,morning,Yemen
add,coming Friday,16:20,Anguilla
arrange,2024-06-30,09:00,Cote D Ivoire
set up,2024-07-11,morning,Bhutan
create,next Thursday,06:00,Grenada
organize,next Monday,21:00,Tajikistan
reserve,2024-06-14,11:00 PM,Bolivia
arrange,coming weekend,03:15 PM,Bulgaria
organize,2nd August,10:00,Armenia
arrange,next Monday,09:00 AM,Zimbabwe
create,weekend evening,02:00 AM,Lesotho
fix,this evening,09:00 AM,Andorra
create,this Wednesday,afternoon,Laos
plan,this Saturday,09:00,Bulgaria
reserve,2024-07-10,21:00,Montenegro
add,this afternoon,afternoon,Pakistan
book,next morning,10:00,Mali
reserve,2024-06-29,midnight,Bangladesh
create,2024-06-30,morning,Qatar
create,2024-06-30,evening,Guernsey
plan,2024-07-02,10:00,Jordan
create,this Wednesday,afternoon,Macedonia
book,next weekend,early morning,Jamaica
arrange,next month,midnight,Turks &amp; Caicos
set up,2nd August,09:00,Ireland
schedule,2024-07-06,04:00,Anguilla
organize,next year,16:20,Gibraltar
fix,2024-06-29,16:20,Sri Lanka
add,next month,23:59,Venezuela
arrange,2024-06-29,midnight,United Kingdom
set up,tomorrow,21:00,Ghana
create,coming weekend,23:59,Equatorial Guinea
book,2024-07-06,10:30 PM,Philippines
organize,next year,04:00,Uganda
organize,next Monday,10:00,Taiwan
create,2024-07-06,21:00,Albania
schedule,2024-06-22,09:00 AM,Brunei
add,this afternoon,late evening,Djibouti
create,this Wednesday,10:30 PM,Ireland
reserve,2024-06-30,08:45,Sri Lanka
create,2024-06-16,21:00,Azerbaijan
arrange,next Monday,09:00 AM,Liechtenstein
hold,next morning,weekend evening,Cameroon
reserve,2024-07-11,14:00,Mozambique
fix,this Saturday,early morning,Greenland
arrange,2024-06-14,afternoon,Guinea Bissau
reserve,next Monday,21:00,Australia
set up,2nd August,morning,Slovenia
hold,2024-06-30,09:00,Guatemala
fix,2024-07-10,21:00,Syria
organize,first Monday of July,02:00 AM,Lebanon
hold,this evening,14:00,Austria
arrange,2nd August,early morning,Falkland Islands
arrange,2024-06-29,06:00,Samoa
arrange,2024-07-06,afternoon,Guyana
organize,next weekend,afternoon,Andorra
plan,next Friday,02:00 AM,Afghanistan
set up,2024-06-22,09:00 AM,South Africa
hold,next weekend,03:15 PM,Angola
set up,2024-07-07,midnight,Estonia
add,2024-06-16,04:00,Zambia
create,weekend evening,18:45,Niger
plan,2024-07-07,09:00,Germany
fix,2nd August,weekend evening,Colombia
fix,next Sunday,23:59,Tajikistan
arrange,this Friday,21:00,Greece
plan,this Friday,10:00,Russia
book,2024-06-26,18:45,Croatia
hold,2nd August,09:00 AM,Nigeria
create,next month,noon,Timor L'Este
create,2024-07-04,09:00 AM,St Lucia
book,next Monday,14:00,Lesotho
create,this afternoon,10:00,Ecuador
arrange,first Monday of July,14:00,Uruguay
create,next weekend,evening,New Caledonia
reserve,next year,14:00,Dominica
book,next Monday,10:30 PM,Bahrain
book,2024-07-07,23:59,Iraq
add,2024-07-07,09:00,Fiji
schedule,this Wednesday,afternoon,Switzerland
book,this Saturday,early morning,Turkmenistan
set up,2024-07-07,late evening,Serbia
create,2024-06-22,18:45,Benin
set up,first Monday of July,03:15 PM,Uruguay
create,2024-07-02,morning,Uzbekistan
create,next Monday,03:15 PM,Cuba
add,2024-07-11,16:20,Saudi Arabia
plan,next Thursday,09:00 AM,Greece
fix,2024-07-05,noon,Georgia
create,next weekend,12:00,Malaysia
organize,2024-06-30,14:00,Greece
reserve,next Sunday,09:00 AM,Ethiopia
plan,2024-06-30,10:30 PM,Liechtenstein
book,2024-07-06,21:00,Greenland
plan,2024-07-06,16:20,Liberia
reserve,this evening,09:00,Norway
reserve,2024-07-02,07:30,Ireland
set up,2024-06-30,11:00 PM,Bahamas
schedule,this evening,midnight,Bhutan
add,weekend evening,afternoon,Zambia
add,2024-07-05,02:00 AM,Malawi
hold,2024-06-23,early morning,Bulgaria
create,2024-07-07,09:00,Taiwan
book,next Monday,midnight,Serbia
schedule,2024-07-06,morning,Panama
set up,2024-06-22,afternoon,Ethiopia
reserve,next morning,midnight,Libya
reserve,next year,03:15 PM,Japan
create,this Wednesday,18:45,Poland
organize,2024-07-06,09:00,Dominica
set up,weekend evening,08:45,Argentina
book,this Friday,early morning,Swaziland
fix,coming Friday,evening,Iceland
organize,2024-06-30,afternoon,St. Lucia
plan,next month,06:00,Thailand
reserve,2024-07-07,08:45,Qatar
add,this Friday,noon,Mongolia
hold,2024-07-10,03:15 PM,Bhutan
create,this Friday,afternoon,Kyrgyz Republic
book,next Friday,03:15 PM,Mexico
organize,2024-07-06,23:59,Botswana
schedule,2024-06-14,afternoon,Philippines
create,2024-06-15,09:00,Austria
create,2024-07-02,09:00 AM,Kuwait
arrange,2024-06-29,03:15 PM,Pakistan
arrange,next year,weekend evening,Cruise Ship
schedule,2024-07-07,early morning,Armenia
schedule,weekend evening,morning,Montserrat
create,2024-06-14,21:00,Kyrgyz Republic
organize,next morning,10:00,Cuba
book,this afternoon,06:00,Liechtenstein
fix,2024-06-22,14:00,Cyprus
hold,tomorrow,weekend evening,Bahamas
arrange,2024-07-10,afternoon,Slovakia
add,2024-06-23,early morning,Saudi Arabia
set up,2024-06-30,late evening,Jersey
create,2024-06-30,noon,Iceland
plan,this evening,14:00,Macedonia
fix,next Sunday,09:00 AM,Mauritius
organize,2024-06-22,23:59,Malta
add,next Friday,18:45,Liberia
plan,2024-06-30,08:45,Germany
reserve,next morning,18:45,Zambia
arrange,2024-06-15,08:45,Yemen
add,next Thursday,07:30,Cruise Ship
reserve,coming Friday,morning,Kuwait
book,2024-06-23,14:00,Albania
set up,coming Friday,10:30 PM,Tajikistan
set up,2024-06-30,evening,Romania
hold,2024-07-02,early morning,Cameroon
organize,this Saturday,08:45,Algeria
schedule,2024-07-06,14:00,China
set up,2024-06-15,16:20,Bosnia &amp; Herzegovina
reserve,2024-06-30,06:00,Bangladesh
set up,first Monday of July,08:45,Dominican Republic
create,this Friday,09:00,New Zealand
schedule,2024-07-02,16:20,Chad
arrange,next year,16:20,Saint Pierre &amp; Miquelon
add,2024-07-06,07:30,Trinidad &amp; Tobago
create,coming weekend,early morning,Cyprus
reserve,2024-06-23,04:00,Malta
schedule,2024-07-07,10:00,Jamaica
add,2024-06-26,09:00 AM,Israel
add,2024-07-11,16:20,Serbia
fix,next weekend,21:00,Trinidad &amp; Tobago
reserve,2024-06-22,03:15 PM,Austria
reserve,the day after tomorrow,morning,Philippines
set up,2nd August,10:30 PM,Georgia
plan,next Friday,morning,South Africa
organize,2024-06-29,08:45,St. Lucia
fix,2024-06-14,11:00 PM,Nicaragua
fix,weekend evening,08:45,Singapore
book,2024-07-06,04:00,Macedonia
plan,2024-06-30,morning,Maldives
organize,the day after tomorrow,21:00,Papua New Guinea
arrange,next Friday,early morning,Lithuania
plan,2024-07-07,21:00,Ecuador
organize,first Monday of July,10:30 PM,Andorra
plan,next year,midnight,Uruguay
hold,coming Friday,10:30 PM,Italy
create,2024-07-07,10:30 PM,San Marino
create,coming Friday,16:20,Estonia
hold,next Sunday,21:00,Bolivia
